file, num_threads, time_ms
nussinov.wasm, 8, 37
pspdfkit.wasm, 8, 9915
seidel-2d.wasm, 8, 43
symm.wasm, 8, 95
syr2k.wasm, 8, 38
syrk.wasm, 8, 38
trisolv.wasm, 8, 37
trmm.wasm, 8, 43
2mm.wasm, 8, 35
3mm.wasm, 8, 38
UE4Game-HTML5-Shipping.wasm, 8, 22545
adi.wasm, 8, 100
atax.wasm, 8, 41
bicg.wasm, 8, 43
cholesky.wasm, 8, 42
correlation.wasm, 8, 43
covariance.wasm, 8, 45
deriche.wasm, 8, 60
doitgen.wasm, 8, 41
durbin.wasm, 8, 37
fdtd-2d.wasm, 8, 40
floyd-warshall.wasm, 8, 34
gemm.wasm, 8, 34
gemver.wasm, 8, 36
gesummv.wasm, 8, 33
gramschmidt.wasm, 8, 31
heat-3d.wasm, 8, 30
jacobi-1d.wasm, 8, 37
jacobi-2d.wasm, 8, 39
lu.wasm, 8, 38
ludcmp.wasm, 8, 41
mvt.wasm, 8, 31
nussinov.wasm, 8, 38
pspdfkit.wasm, 8, 7856
seidel-2d.wasm, 8, 45
symm.wasm, 8, 45
syr2k.wasm, 8, 41
syrk.wasm, 8, 40
trisolv.wasm, 8, 118
trmm.wasm, 8, 41
2mm.wasm, 8, 36
3mm.wasm, 8, 46
UE4Game-HTML5-Shipping.wasm, 8, 19789
adi.wasm, 8, 38
atax.wasm, 8, 42
bicg.wasm, 8, 45
cholesky.wasm, 8, 44
correlation.wasm, 8, 104
covariance.wasm, 8, 40
deriche.wasm, 8, 46
doitgen.wasm, 8, 43
durbin.wasm, 8, 38
fdtd-2d.wasm, 8, 37
floyd-warshall.wasm, 8, 35
gemm.wasm, 8, 33
gemver.wasm, 8, 40
gesummv.wasm, 8, 43
gramschmidt.wasm, 8, 42
heat-3d.wasm, 8, 39
jacobi-1d.wasm, 8, 40
jacobi-2d.wasm, 8, 36
lu.wasm, 8, 36
ludcmp.wasm, 8, 38
mvt.wasm, 8, 44
nussinov.wasm, 8, 45
pspdfkit.wasm, 8, 10218
seidel-2d.wasm, 8, 45
symm.wasm, 8, 44
syr2k.wasm, 8, 44
syrk.wasm, 8, 45
trisolv.wasm, 8, 44
trmm.wasm, 8, 43
